Puntaje estudiante;;;;;;;;;;Municipio estudiante;;;Departamento estudiante;
Puntaje total;ESTU_CONSECUTIVO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;CODIGO;ESTU_RESIDE_MCPIO;;CODIGO;DEPARTAMENTO
430;SABER1120121000332;59;51;56;42;46;51;48;77;332;FLORIDA;;;
418;SABER1120121000333;61;40;53;43;49;47;42;83;333;MORROA;;;
443;SABER1120121000334;54;52;46;54;56;50;54;77;334;ANSERMA;;;
468;SABER1120121000335;59;62;62;55;48;58;54;70;335;CHACHAGUI;;;
452;SABER1120121000336;54;43;54;53;60;56;69;63;336;GUAMAL;;;
437;SABER1120121000337;59;59;50;35;49;53;57;75;337;LINARES;;;
419;SABER1120121000338;56;46;54;42;44;50;62;65;338;LA PLATA;;;
470;SABER1120121000339;59;54;64;50;54;55;46;88;339;LA CRUZ;;;
376;SABER1120121000340;46;54;55;43;37;36;42;63;340;ALMAGUER;;;
345;SABER1120121000341;50;41;44;38;37;44;43;48;341;CURITI;;;
558;SABER1120121000342;66;83;60;61;62;58;68;100;342;SAMACA;;;
422;SABER1120121000343;54;55;48;61;55;47;52;50;343;GUATAVITA;;;
351;SABER1120121000344;50;46;45;41;45;50;37;37;344;GUACHUCAL;;;
297;SABER1120121000345;44;37;42;32;44;38;29;31;345;SUTATAUSA;;;
442;SABER1120121000346;48;57;55;53;51;54;65;59;346;ULLOA;;;
360;SABER1120121000347;52;46;46;39;51;44;47;35;347;VILLA GUAMEZ (LA HORMIGA);;;
342;SABER1120121000348;44;40;49;41;47;40;46;35;348;FLANDES;;;
463;SABER1120121000349;61;74;53;53;58;54;57;53;349;CONVENCION;;;
332;SABER1120121000350;41;43;42;29;46;53;39;39;350;SESQUILE;;;
326;SABER1120121000351;39;47;36;33;49;45;46;31;351;EL GUACAMAYO;;;
279;SABER1120121000352;36;30;28;29;39;48;32;37;352;MIRANDA;;;
459;SABER1120121000353;54;68;54;57;53;59;59;55;353;PITAL;;;
315;SABER1120121000354;48;46;40;26;42;41;39;33;354;TOCA;;;
343;SABER1120121000355;48;40;42;36;49;47;46;35;355;CAQUEZA;;;
329;SABER1120121000356;48;49;45;32;44;49;29;33;356;ORTEGA;;;
327;SABER1120121000357;41;40;44;33;40;44;40;45;357;VILLA DE LEYVA;;;
345;SABER1120121000358;44;47;48;26;48;44;49;39;358;PAZ DE RIO;;;
307;SABER1120121000359;44;51;38;12;39;44;39;40;359;SAN ANDRES;;;
308;SABER1120121000360;48;40;40;36;42;47;32;23;360;SAN VICENTE DEL CAGUAN;;;
272;SABER1120121000361;46;44;42;26;42;40;25;7;361;ZONA BANANERA;;;
279;SABER1120121000362;31;43;36;23;40;42;29;35;362;EL MOLINO;;;
321;SABER1120121000363;44;43;38;33;42;38;37;46;363;TURBACO;;;
306;SABER1120121000364;38;34;42;41;39;44;39;29;364;SAN JACINTO;;;
389;SABER1120121000365;52;55;48;48;44;49;47;46;365;TIMBIQUI;;;
325;SABER1120121000366;46;40;42;38;42;42;46;29;366;SAN ONOFRE;;;
339;SABER1120121000367;44;52;40;48;30;45;37;43;367;SANTA ROSA;;;
314;SABER1120121000368;39;40;44;31;42;41;42;35;368;SALADOBLANCO;;;
301;SABER1120121000369;44;40;38;32;39;39;32;37;369;COVEÑAS;;;
329;SABER1120121000370;48;46;38;37;46;43;32;39;370;NECOCLI;;;
279;SABER1120121000371;46;33;34;26;36;29;42;33;371;UBALA;;;
308;SABER1120121000372;46;41;39;29;42;43;29;39;372;MALLAMA (PIEDRANCHA);;;
289;SABER1120121000373;39;37;36;26;33;43;42;33;373;TANGUA;;;
314;SABER1120121000374;46;49;47;32;33;37;28;42;374;PIEDRAS;;;
314;SABER1120121000375;52;47;42;39;36;41;24;33;375;BOSCONIA;;;
302;SABER1120121000376;44;46;31;32;29;41;39;40;376;CAJIBIO;;;
316;SABER1120121000377;44;40;46;32;42;39;36;37;377;COGUA;;;
283;SABER1120121000378;39;37;36;31;33;41;29;37;378;SUPIA;;;
326;SABER1120121000379;48;40;51;42;36;35;32;42;379;CAREPA;;;
256;SABER1120121000380;32;8;38;36;39;39;29;35;380;FONSECA;;;
320;SABER1120121000381;41;37;46;30;45;35;46;40;381;PORE;;;
353;SABER1120121000382;52;43;47;26;42;50;48;45;382;TABIO;;;
389;SABER1120121000383;46;30;53;46;53;58;57;46;383;PADILLA;;;
407;SABER1120121000384;63;59;50;38;49;42;49;57;384;ARJONA;;;
370;SABER1120121000385;50;52;38;39;53;41;47;50;385;BALBOA;;;
458;SABER1120121000386;54;68;57;54;61;63;62;39;386;RAQUIRA;;;
379;SABER1120121000387;44;71;49;29;57;40;52;37;387;ALBANIA;;;
469;SABER1120121000388;56;57;62;64;60;65;57;48;388;CHAPARRAL;;;
490;SABER1120121000389;59;71;55;57;63;61;69;55;389;SUAREZ;;;
443;SABER1120121000390;54;62;51;49;56;55;65;51;390;OPORAPA;;;
362;SABER1120121000391;52;44;46;43;39;44;52;42;391;RICAURTE;;;
308;SABER1120121000392;46;41;44;41;30;32;29;45;392;TENA;;;
332;SABER1120121000393;46;43;36;52;42;46;32;35;393;PALESTINA;;;
385;SABER1120121000394;46;49;49;52;49;48;45;47;394;PUERTO WILCHES;;;
342;SABER1120121000395;44;49;42;34;46;43;42;42;395;SAN ALBERTO;;;
328;SABER1120121000396;50;37;39;38;47;38;46;33;396;SILVIA;;;
347;SABER1120121000397;54;34;45;36;39;49;47;43;397;PARATEBUENO;;;
330;SABER1120121000398;48;40;44;30;49;42;40;37;398;GUACHENÉ;;;
326;SABER1120121000399;41;29;38;40;49;48;39;42;399;SUAZA;;;
303;SABER1120121000400;48;44;39;36;49;32;18;37;400;DISTRACCION;;;
352;SABER1120121000401;44;47;48;50;42;42;36;43;401;SAN BERNARDO;;;
348;SABER1120121000402;54;37;45;43;44;44;44;37;402;FOMEQUE;;;
289;SABER1120121000403;50;33;38;41;20;38;40;29;403;SAN BENITO ABAD;;;
348;SABER1120121000404;38;43;50;40;42;57;39;39;404;SUCRE;;;
310;SABER1120121000405;44;40;34;13;42;48;49;40;405;ROVIRA;;;
292;SABER1120121000406;54;34;36;29;24;28;45;42;406;MARINILLA;;;
300;SABER1120121000407;41;43;36;31;39;39;32;39;407;COPACABANA;;;
328;SABER1120121000408;52;41;44;18;39;47;44;43;408;CACERES;;;
327;SABER1120121000409;41;51;54;36;54;48;17;26;409;TARAZA;;;
333;SABER1120121000410;38;29;55;33;51;47;40;40;410;CALDAS;;;
276;SABER1120121000411;38;29;34;29;42;46;32;26;411;TITIRIBI;;;
302;SABER1120121000412;41;43;36;41;39;36;33;33;412;YARUMAL;;;
307;SABER1120121000413;48;43;34;41;30;32;46;33;413;SAN JOSE DE LA MONTAÑA;;;
330;SABER1120121000414;52;29;50;39;49;39;39;33;414;GUARNE;;;
325;SABER1120121000415;41;43;34;38;45;42;43;39;415;GUATAPE;;;
400;SABER1120121000416;59;62;40;39;53;47;52;48;416;ANORI;;;
335;SABER1120121000417;44;43;40;46;42;43;42;35;417;GIRARDOTA;;;
368;SABER1120121000418;48;47;51;41;45;45;54;37;418;INZA;;;
316;SABER1120121000419;46;37;34;32;44;39;42;42;419;CONCORDIA;;;
331;SABER1120121000420;44;46;44;35;39;41;45;37;420;COTORRA;;;
305;SABER1120121000421;31;37;42;46;39;40;33;37;421;NARIÑO;;;
349;SABER1120121000422;48;43;47;36;44;41;50;40;422;TAMINANGO;;;
288;SABER1120121000423;41;41;31;34;39;37;32;33;423;LEBRIJA;;;
346;SABER1120121000424;57;43;36;34;55;42;36;43;424;RIVERA;;;
313;SABER1120121000425;41;37;39;38;40;52;24;42;425;RIOBLANCO;;;
370;SABER1120121000426;54;43;46;41;49;39;47;51;426;SOPO;;;
306;SABER1120121000427;48;44;39;30;34;40;40;31;427;AYAPEL;;;
363;SABER1120121000428;48;40;49;42;46;53;45;40;428;CANTON DEL SAN PABLO;;;
303;SABER1120121000429;35;40;31;37;42;39;42;37;429;SANTA ANA;;;
325;SABER1120121000430;48;37;46;34;42;47;29;42;430;TIERRALTA;;;
319;SABER1120121000431;44;34;36;42;42;43;39;39;431;MUTATA;;;
303;SABER1120121000432;46;44;49;22;51;33;25;33;432;TIBASOSA;;;
302;SABER1120121000433;41;40;44;27;40;38;37;35;433;IZA;;;
524;SABER1120121000434;63;78;62;69;58;54;63;77;434;VALENCIA;;;
454;SABER1120121000435;50;43;58;63;63;59;57;61;435;MARIA LA BAJA;;;
354;SABER1120121000436;54;34;45;52;42;44;46;37;436;LABRANZAGRANDE;;;
344;SABER1120121000437;54;43;42;41;42;43;29;50;437;ANAPOIMA;;;
351;SABER1120121000438;48;46;42;37;57;47;39;35;438;SANTA BARBARA;;;
405;SABER1120121000439;52;54;52;38;54;52;60;43;439;LA APARTADA (LA FRONTERA);;;
313;SABER1120121000440;41;49;38;29;30;42;44;40;440;CIMITARRA;;;
345;SABER1120121000441;50;43;36;41;44;45;39;47;441;PINCHOTE;;;
393;SABER1120121000442;61;44;48;47;49;53;45;46;442;SAN VICENTE DE CHUCURI;;;
383;SABER1120121000443;54;54;55;45;49;44;43;39;443;SAN JUAN DE ARAMA;;;
332;SABER1120121000444;46;55;42;30;37;35;52;35;444;ONZAGA;;;
387;SABER1120121000445;62;42;50;49;45;54;42;43;445;CHARALA;;;
330;SABER1120121000446;43;39;31;52;47;44;34;40;446;CRAVO NORTE;;;
302;SABER1120121000447;38;46;42;30;26;38;40;42;447;DABEIBA;;;
505;SABER1120121000448;54;101;60;55;68;72;75;20;448;BOYACA;;;
382;SABER1120121000449;52;65;42;41;51;42;49;40;449;SILVANIA;;;
329;SABER1120121000450;35;33;40;38;47;42;49;45;450;URUMITA;;;
366;SABER1120121000451;50;40;47;41;48;45;44;51;451;EL COPEY;;;
426;SABER1120121000452;52;54;52;53;49;62;52;52;452;LA MERCED;;;
312;SABER1120121000453;54;37;39;30;30;38;49;35;453;SOPLAVIENTO;;;
349;SABER1120121000454;48;49;39;52;49;42;37;33;454;VILLETA;;;
300;SABER1120121000455;44;37;34;32;42;40;36;35;455;GOMEZ PLATA;;;
303;SABER1120121000456;41;43;33;29;46;40;36;35;456;FUNES;;;
319;SABER1120121000457;38;37;40;41;47;53;40;23;457;LA FLORIDA;;;
383;SABER1120121000458;63;37;58;63;46;45;28;43;458;RISARALDA;;;
320;SABER1120121000459;52;49;42;29;46;36;29;37;459;TORIBIO;;;
296;SABER1120121000460;41;40;33;38;34;44;33;33;460;QUIMBAYA;;;
391;SABER1120121000461;54;49;50;35;61;51;51;40;461;SALGAR;;;
380;SABER1120121000462;48;57;46;34;55;52;49;39;462;VALDIVIA;;;
589;SABER1120121000463;65;116;58;52;87;71;81;59;463;RIOFRIO;;;
289;SABER1120121000464;44;37;36;22;36;35;36;43;464;SANTA ROSA DEL SUR;;;
332;SABER1120121000465;44;33;42;39;42;45;44;43;465;EL TAMBO;;;
336;SABER1120121000466;50;46;49;36;42;41;39;33;466;EL PAUJIL;;;
282;SABER1120121000467;44;25;40;26;39;36;33;39;467;CARTAGENA DEL CHAIRA;;;
366;SABER1120121000468;61;49;44;43;48;44;42;35;468;SAN MARTIN;;;
292;SABER1120121000469;39;40;31;19;49;38;33;43;469;ANCUYA;;;
304;SABER1120121000470;50;30;40;29;42;40;42;31;470;MARMATO;;;
371;SABER1120121000471;54;49;44;45;49;48;49;33;471;PUEBLO BELLO;;;
341;SABER1120121000472;48;43;45;47;51;35;39;33;472;EL CARMEN DE BOLIVAR;;;
328;SABER1120121000473;31;46;34;43;34;42;52;46;473;SABANALARGA;;;
356;SABER1120121000474;46;47;42;39;42;50;55;35;474;SOTARA (PAISPAMBA);;;
358;SABER1120121000475;41;41;41;41;45;50;54;45;475;PUERTO LLERAS;;;
292;SABER1120121000476;48;33;40;23;45;42;24;37;476;GENOVA;;;
308;SABER1120121000477;44;57;33;31;36;41;29;37;477;VALPARAISO;;;
302;SABER1120121000478;48;25;41;23;47;44;37;37;478;CARAMANTA;;;
348;SABER1120121000479;57;43;51;36;34;40;40;47;479;ACHI;;;
431;SABER1120121000480;59;54;51;43;60;58;47;59;480;COYAIMA;;;
426;SABER1120121000481;48;65;45;46;60;54;65;43;481;NATAGAIMA;;;
363;SABER1120121000482;54;46;38;39;44;45;49;48;482;SALDAÑA;;;
358;SABER1120121000483;56;59;45;47;42;37;32;40;483;SALAZAR;;;
376;SABER1120121000484;50;52;49;43;51;49;47;35;484;BARRANCO DE LOBA;;;
344;SABER1120121000485;52;33;48;36;49;45;36;45;485;SAN DIEGO;;;
334;SABER1120121000486;54;52;38;27;47;44;37;35;486;MERCADERES;;;
389;SABER1120121000487;50;40;52;60;49;47;46;45;487;LOS ANDES (SOTOMAYOR);;;
341;SABER1120121000488;46;37;51;32;44;43;45;43;488;CHIVATA;;;
456;SABER1120121000489;54;68;60;63;49;47;60;55;489;TIMANA;;;
464;SABER1120121000490;66;66;51;52;51;61;62;55;490;FIRAVITOBA;;;
372;SABER1120121000491;50;49;44;39;46;50;52;42;491;FLORESTA;;;
322;SABER1120121000492;46;44;46;43;42;35;24;42;492;VENTAQUEMADA;;;
390;SABER1120121000493;61;51;50;48;42;52;43;43;493;CORRALES;;;
474;SABER1120121000494;66;115;36;35;66;66;57;33;494;SAN CARLOS DE GUAROA;;;
303;SABER1120121000495;44;19;48;35;29;46;45;37;495;PASCA;;;
314;SABER1120121000496;46;41;34;35;36;43;36;43;496;HELICONIA;;;
353;SABER1120121000497;46;44;51;41;39;45;42;45;497;ITUANGO;;;
563;SABER1120121000498;63;99;56;55;78;87;72;53;498;PAYA;;;
327;SABER1120121000499;39;55;44;32;42;36;36;43;499;NORCASIA;;;
328;SABER1120121000500;44;40;40;36;49;38;46;35;500;SOLANO;;;
383;SABER1120121000501;52;57;42;49;46;43;48;46;501;PULI;;;
413;SABER1120121000502;50;65;49;39;53;50;57;50;502;SAN JUAN DE RIO SECO;;;
350;SABER1120121000503;54;57;44;26;46;41;42;40;503;ILES;;;
365;SABER1120121000504;48;49;47;47;42;45;42;45;504;SAN FERNANDO;;;
405;SABER1120121000505;54;52;58;52;49;52;49;39;505;CUBARRAL;;;
328;SABER1120121000506;46;60;28;39;44;37;32;42;506;SAN ANTERO;;;
420;SABER1120121000507;54;49;55;43;51;52;57;59;507;PUEBLO NUEVO;;;
350;SABER1120121000508;52;46;44;50;42;32;47;37;508;SAN JUAN NEPOMUCENO;;;
374;SABER1120121000509;56;43;45;42;46;51;51;40;509;PALMAR DE VARELA;;;
332;SABER1120121000510;52;33;49;33;47;50;37;31;510;PEDRAZA;;;
387;SABER1120121000511;57;46;49;48;58;45;47;37;511;MURINDO;;;
410;SABER1120121000512;57;43;58;43;56;50;33;70;512;MONTEBELLO;;;
398;SABER1120121000513;52;49;48;50;49;48;43;59;513;SAN JERONIMO;;;
335;SABER1120121000514;48;25;57;39;44;45;44;33;514;SANTA ROSA DE OSOS;;;
420;SABER1120121000515;61;54;46;50;51;45;57;56;515;FILADELFIA;;;
375;SABER1120121000516;50;47;48;50;49;47;47;37;516;TELLO;;;
435;SABER1120121000517;50;100;40;37;66;51;65;26;517;NATAGA;;;
349;SABER1120121000518;44;49;45;31;39;47;52;42;518;EL COLEGIO;;;
365;SABER1120121000519;54;54;44;45;40;42;43;43;519;BELMIRA;;;
422;SABER1120121000520;52;52;51;43;61;59;54;50;520;SAN JUAN DE BETULIA;;;
431;SABER1120121000521;52;65;49;41;49;61;66;48;521;SAN JUAN DE URABA;;;
382;SABER1120121000522;54;60;47;41;45;44;46;45;522;BETULIA;;;
416;SABER1120121000523;61;55;49;44;49;59;54;45;523;LERIDA;;;
412;SABER1120121000524;44;49;53;53;53;56;47;57;524;CASTILLA LA NUEVA;;;
422;SABER1120121000525;50;51;56;53;65;58;49;40;525;OBANDO;;;
517;SABER1120121000526;63;74;58;53;66;60;66;77;526;ZAPATOCA;;;
378;SABER1120121000527;61;115;58;31;42;45;0;26;527;SUESCA;;;
317;SABER1120121000528;46;46;48;35;33;45;16;48;528;FUENTE DE ORO;;;
363;SABER1120121000529;50;41;53;46;46;43;42;42;529;CACHIRA;;;
303;SABER1120121000530;35;33;42;13;47;44;52;37;530;PUEBLOVIEJO;;;
545;SABER1120121000531;63;91;57;60;69;77;72;56;531;GUAYABETAL;;;
434;SABER1120121000532;71;100;44;37;61;46;32;43;532;SAN MARCOS;;;
406;SABER1120121000533;50;79;49;34;46;49;66;33;533;CHIMA;;;
376;SABER1120121000534;61;62;50;53;51;43;36;20;534;AGUA DE DIOS;;;
555;SABER1120121000535;65;84;56;63;79;71;86;51;535;GUASCA;;;
457;SABER1120121000536;63;66;55;45;45;57;69;57;536;UBATE;;;
413;SABER1120121000537;63;57;52;41;53;56;44;47;537;SAN BERNARDO DEL VIENTO;;;
373;SABER1120121000538;46;43;45;46;42;56;52;43;538;EL ZULIA;;;
379;SABER1120121000539;48;49;50;45;45;45;52;45;539;DURANIA;;;
341;SABER1120121000540;52;49;49;34;44;45;25;43;540;UNGUIA;;;
393;SABER1120121000541;61;40;52;52;44;48;45;51;541;CHIVOLO;;;
369;SABER1120121000542;52;46;53;48;48;36;44;42;542;LA VIRGINIA;;;
466;SABER1120121000543;59;65;60;50;56;61;72;43;543;PUERTO SANTANDER;;;
298;SABER1120121000544;35;43;31;32;34;44;44;35;544;LA ESPERANZA;;;
439;SABER1120121000545;59;47;53;57;58;55;57;53;545;GUACA;;;
355;SABER1120121000546;48;40;47;39;42;52;44;43;546;MACHETA;;;
396;SABER1120121000547;54;57;49;46;55;50;42;43;547;SIMITI;;;
420;SABER1120121000548;52;47;62;57;53;55;51;43;548;MARIPI;;;
326;SABER1120121000549;54;40;45;26;42;38;52;29;549;SUBACHOQUE;;;
353;SABER1120121000550;44;40;45;45;40;47;46;46;550;CAMPO DE LA CRUZ;;;
345;SABER1120121000551;50;46;44;41;42;42;43;37;551;CHIVOR;;;
327;SABER1120121000552;48;37;44;35;39;46;39;39;552;MAJAGUAL;;;
354;SABER1120121000553;56;49;53;32;34;44;39;47;553;TOLUVIEJO;;;
377;SABER1120121000554;46;65;42;37;46;49;47;45;554;QUINCHIA;;;
431;SABER1120121000555;52;49;60;63;61;50;54;42;555;BAHIA SOLANO (MUTIS);;;
455;SABER1120121000556;61;57;60;72;54;45;63;43;556;TEORAMA;;;
498;SABER1120121000557;69;79;55;57;56;59;66;57;557;CASABIANCA;;;
332;SABER1120121000558;44;37;45;36;49;47;39;35;558;HERVEO;;;
396;SABER1120121000559;63;57;45;38;54;48;46;45;559;CHISCAS;;;
434;SABER1120121000560;57;68;52;48;56;55;52;46;560;UNE;;;
414;SABER1120121000561;57;57;48;48;46;52;50;56;561;PAEZ (BELALCAZAR);;;
445;SABER1120121000562;59;65;47;48;61;61;52;52;562;SAN LUIS DE PALENQUE;;;
480;SABER1120121000563;61;62;50;60;63;61;66;57;563;CALIFORNIA;;;
441;SABER1120121000564;52;49;56;52;56;61;60;55;564;SARDINATA;;;
380;SABER1120121000565;57;51;46;44;39;48;45;50;565;BELEN;;;
471;SABER1120121000566;63;60;51;60;61;55;69;52;566;CISNEROS;;;
475;SABER1120121000567;61;72;58;61;57;60;54;52;567;MUTISCUA;;;
454;SABER1120121000568;61;72;46;50;57;52;68;48;568;MUZO;;;
593;SABER1120121000569;69;89;62;66;61;77;81;88;569;JERICO;;;
520;SABER1120121000570;62;66;60;60;57;65;70;80;570;EL COCUY;;;
533;SABER1120121000571;62;72;66;63;64;56;67;83;571;PANQUEBA;;;
504;SABER1120121000572;59;75;58;58;49;58;55;92;572;COELLO;;;
438;SABER1120121000573;52;63;49;48;54;50;52;70;573;VISTA HERMOSA;;;
556;SABER1120121000574;56;83;58;63;58;66;76;96;574;ENCINO;;;
511;SABER1120121000575;59;71;54;53;55;62;69;88;575;SAN RAFAEL;;;
448;SABER1120121000576;52;60;62;50;55;47;42;80;576;CICUCO;;;
515;SABER1120121000577;61;57;54;71;63;55;62;92;577;PEÑOL;;;
554;SABER1120121000578;66;89;56;60;66;53;72;92;578;SANTUARIO;;;
506;SABER1120121000579;50;74;58;43;60;62;71;88;579;CUCAITA;;;
507;SABER1120121000580;57;62;60;57;61;61;72;77;580;VIJES;;;
389;SABER1120121000581;50;59;36;32;46;42;47;77;581;EL ROSARIO;;;
460;SABER1120121000582;68;60;56;45;51;59;49;72;582;CHITARAQUE;;;
577;SABER1120121000583;66;83;62;67;69;66;76;88;583;SARAVENA;;;
519;SABER1120121000584;63;63;53;60;56;63;69;92;584;CARMEN DE VIBORAL;;;
473;SABER1120121000585;68;57;51;50;51;56;57;83;585;CALOTO;;;
468;SABER1120121000586;68;62;60;47;44;51;59;77;586;CHIRIGUANA;;;
447;SABER1120121000587;61;55;51;48;47;59;46;80;587;SAN LUIS DE GACENO;;;
485;SABER1120121000588;65;54;56;54;58;59;51;88;588;SUPATA;;;
674;SABER1120121000589;76;115;64;67;78;77;105;92;589;EL PASO;;;
554;SABER1120121000590;50;78;62;63;58;66;81;96;590;VILLAHERMOSA;;;
541;SABER1120121000591;71;62;64;71;61;59;65;88;591;ANDALUCIA;;;
504;SABER1120121000592;63;75;47;46;60;56;69;88;592;SACHICA;;;
476;SABER1120121000593;63;59;56;55;51;54;66;72;593;LABATECA;;;
446;SABER1120121000594;46;68;55;32;48;58;59;80;594;CHITAGA;;;
607;SABER1120121000595;66;117;60;57;73;66;72;96;595;SAN PELAYO;;;
480;SABER1120121000596;54;57;50;46;60;54;71;88;596;BELALCAZAR;;;
517;SABER1120121000597;50;72;57;52;63;63;72;88;597;SUAITA;;;
558;SABER1120121000598;59;83;60;63;63;71;76;83;598;OIBA;;;
595;SABER1120121000599;69;89;60;63;69;77;76;92;599;SANTANA;;;
621;SABER1120121000600;63;91;65;61;66;80;99;96;600;TAUSA;;;
584;SABER1120121000601;61;83;66;68;68;68;87;83;601;FUQUENE;;;
554;SABER1120121000602;59;74;64;60;70;66;69;92;602;EL ROBLE;;;
497;SABER1120121000603;56;63;53;55;49;62;63;96;603;SORACA;;;
460;SABER1120121000604;61;51;60;53;51;50;57;77;604;ROSAS;;;
487;SABER1120121000605;61;59;60;42;53;57;72;83;605;VILLARRICA;;;
481;SABER1120121000606;59;66;53;48;53;60;65;77;606;TOCAIMA;;;
464;SABER1120121000607;66;49;46;50;51;59;66;77;607;CAPITANEJO;;;
518;SABER1120121000608;61;65;56;63;66;70;60;77;608;FUNDACION;;;
477;SABER1120121000609;48;69;55;41;56;53;72;83;609;PIVIJAY;;;
489;SABER1120121000610;59;57;56;55;60;52;54;96;610;MAPIRIPAN;;;
544;SABER1120121000611;58;57;57;60;67;71;74;100;611;PUERTO GAITAN;;;
499;SABER1120121000612;56;57;57;56;59;54;64;96;612;SIMACOTA;;;
467;SABER1120121000613;60;51;59;56;59;54;51;77;613;PUERTO PARRA;;;
518;SABER1120121000614;62;72;60;60;51;58;67;88;614;SOPETRAN;;;
513;SABER1120121000615;56;66;57;49;64;62;67;92;615;PAICOL;;;
476;SABER1120121000616;65;57;53;45;57;56;51;92;616;BUSBANZA;;;
458;SABER1120121000617;65;54;53;41;53;56;48;88;617;BARBACOAS;;;
560;SABER1120121000618;67;66;64;56;75;71;61;100;618;OLAYA HERRERA;;;
438;SABER1120121000619;54;51;46;53;42;52;44;96;619;SAN SEBASTIAN;;;
529;SABER1120121000620;66;83;55;55;60;62;68;80;620;TOTORO;;;
434;SABER1120121000621;59;60;48;43;42;52;55;75;621;CHIMICHAGUA;;;
471;SABER1120121000622;52;65;49;58;51;56;57;83;622;LA MACARENA;;;
455;SABER1120121000623;59;51;53;41;48;58;49;96;623;SAN ANTONIO;;;
504;SABER1120121000624;66;59;60;65;55;54;57;88;624;NILO;;;
486;SABER1120121000625;54;66;55;57;58;59;54;83;625;CANTAGALLO;;;
518;SABER1120121000626;63;78;57;61;53;60;66;80;626;LEJANIAS;;;
517;SABER1120121000627;61;66;55;68;53;56;62;96;627;SAN PEDRO DE CARTAGO;;;
529;SABER1120121000628;61;71;62;58;66;62;57;92;628;SAMANA;;;
413;SABER1120121000629;52;57;49;34;49;50;50;72;629;OROCUE;;;
528;SABER1120121000630;66;68;53;63;61;66;59;92;630;MOMIL;;;
606;SABER1120121000631;69;99;64;61;66;73;82;92;631;MANZANARES;;;
495;SABER1120121000632;57;75;60;53;62;54;54;80;632;MEDINA;;;
537;SABER1120121000633;66;91;51;53;60;60;68;88;633;NIMAIMA;;;
482;SABER1120121000634;48;68;62;46;53;56;66;83;634;TIPACOQUE;;;
469;SABER1120121000635;63;57;56;46;58;54;52;83;635;BECERRIL;;;
550;SABER1120121000636;66;74;60;60;61;70;63;96;636;ARBELAEZ;;;
459;SABER1120121000637;61;54;48;53;58;58;55;72;637;TARSO;;;
485;SABER1120121000638;59;60;55;49;58;59;65;80;638;SAN JOAQUIN;;;
513;SABER1120121000639;54;65;54;50;69;63;66;92;639;EL CALVARIO;;;
494;SABER1120121000640;61;62;62;48;58;56;55;92;640;GAMARRA;;;
484;SABER1120121000641;59;59;57;65;51;47;50;96;641;ISNOS;;;
549;SABER1120121000642;63;68;66;71;61;63;65;92;642;ARCABUCO;;;
540;SABER1120121000643;57;78;65;52;63;61;76;88;643;CARMEN DE APICALA;;;
546;SABER1120121000644;61;74;62;63;58;77;63;88;644;VALLE DE SAN JUAN;;;
460;SABER1120121000645;63;55;53;49;44;51;62;83;645;LA JAGUA DE IBIRICO;;;
448;SABER1120121000646;61;57;49;48;49;52;55;77;646;PAMPLONITA;;;
471;SABER1120121000647;63;57;57;46;53;58;54;83;647;PRADO;;;
619;SABER1120121000648;66;75;70;102;63;66;81;96;648;MARIQUITA;;;
515;SABER1120121000649;66;65;60;66;56;53;69;80;649;FILANDIA;;;
509;SABER1120121000650;61;62;54;50;55;62;69;96;650;GUAITARILLA;;;
537;SABER1120121000651;71;71;57;60;63;63;69;83;651;PURIFICACION;;;
566;SABER1120121000652;71;74;60;68;65;68;68;92;652;TOGUI;;;
431;SABER1120121000653;61;54;46;43;53;54;52;68;653;SASAIMA;;;
490;SABER1120121000654;59;46;52;60;61;55;57;100;654;PUERTO TRIUNFO;;;
505;SABER1120121000655;57;74;50;64;68;52;57;83;655;REPELON;;;
432;SABER1120121000656;63;46;44;53;42;49;63;72;656;PACHAVITA;;;
443;SABER1120121000657;59;65;50;43;51;56;44;75;657;SUTAMARCHAN;;;
490;SABER1120121000658;63;57;60;55;51;56;60;88;658;SORA;;;
466;SABER1120121000659;59;51;49;43;63;60;66;75;659;SAN ANDRES SOTAVENTO;;;
489;SABER1120121000660;54;71;53;49;51;66;65;80;660;ARAUQUITA;;;
541;SABER1120121000661;71;62;54;64;65;65;68;92;661;SIMIJACA;;;
573;SABER1120121000662;63;75;66;55;86;73;55;100;662;PUERTO GUZMAN;;;
552;SABER1120121000663;61;71;60;61;58;73;72;96;663;NECHI;;;
457;SABER1120121000664;63;60;49;37;58;57;45;88;664;LLORO;;;
577;SABER1120121000665;66;74;65;61;85;68;62;96;665;BAGADO;;;
565;SABER1120121000666;59;101;58;50;60;68;69;100;666;ZIPACON;;;
487;SABER1120121000667;61;57;62;55;56;61;43;92;667;ANOLAIMA;;;
321;SABER1120121000668;35;40;46;31;42;41;47;39;668;LEIVA;;;
366;SABER1120121000669;48;49;48;33;45;55;49;39;669;CURILLO;;;
397;SABER1120121000670;59;52;53;37;55;47;52;42;670;HATONUEVO;;;
355;SABER1120121000671;52;49;48;45;49;40;33;39;671;NEIRA;;;
301;SABER1120121000672;44;30;39;27;42;38;46;35;672;ARBOLEDA (BERRUECOS);;;
